.pl 16959
CisloDodavatele;NazevDodavatele;NazevDodavatele2;Ulice;Mesto;Psc;Ico;Dic1;Dic2;Zastoupeny;ZastoupenyOZ;Telefon;TelefonOz;Mail;MailOZ;Poznamka1;Poznamka2;Poznamka3;Poznamka4;Poznamka5;DatumPorizeni;PocetDnuObj;ZavozDen
00380$;POUSKA, s.r.o.$; $;Dobrovodsk· 56$;»eskÈ BudÏjovice$;37006$;25209752$;CZ$;25209752$;Pouska$; $;38/7410405 i fax$; $; $; $;     Revaj poslednÌ nabÌdka 1,80 -3%hotovost do 30/4/03$;Br·t REVAJ 483311353 603819296 Vterinovka za 2.80 spl14$;{POUSKA nabÌdka 2.95 603/758553}$;revaj@iol.cz$; $;730052$;0$; 
00381$;Privos Podivin$; $;Ulehlova 652$;Podivin$;69145$;49413846$;CZ$;49413846$;ing ludek Jiri$; $;0627/344202$; $; $; $;POZOR VRATIT PALETY !!!!!!!! Pri dodavce$;louh levnejsi nez jiza kalafuna take kyselina HCL stejna$;Desky JIZA$; $; $;730062$;0$; 
00382$;BOKK-net BOHEMIA, s.r.o.$; $;N·draûnÌ 397$;HavlÌËkuv Brod$;58001$;25295292$;CZ$;25295292$;»ih·k  ob.¯editel$; $;569/438007,f.438302$;569 438 302$; $; $;Splatnost 30 dnu, ceny dle ceniku od 1.10.99$;do 5 000 hotove   p. Havlov·$;RAB 18%    p. »ih·k 0606/624067$;FakturaËnÌ adresa: Ond¯ÌËkova 609/27, N·draûnÌ 397$;HavlÌËkuv Brod , 580 01$;730069$;0$; 
00383$;Sarantis Czech Republic,s.r.o.$; $;Roh·Ëova 77/1095$;Praha 3$;13000$;25705971$;CZ$;25705971$;HolubË·kov·$; $; $;778 706 177$;eholubcakova@sarantisgroup.com$; $;OZ HolubË·kov· 778 706 177$;KubÌËkov· 775 755326 lkubickova@sarantisgroup.com$;DLE CENIKU 0-22 KORUNKA    0-16 FINO$; $; $;730074$;3$;dle pot¯eby
00384$;Petr Pospisil$; $;Na piskove ceste 63$;Brno$; $;61436411$;CZ$;7010233835$; $; $;05/320825$; $; $; $; $; $;Zatim neplatit - komise$; $; $;730075$;0$; 
00385$;Vernerova Zuzana$; $;U Stadionu 157$;Raspenava$;46361$; $; $; $; $; $;0427/319171$; $; $; $; $; $; $; $; $;730076$;0$; 
00386$;Hyge - Matusu Josef$; $;Podkopn· Lhota u ZlÌ$;ZlÌn$;76318$;10574786$;CZ$;5709080751$; $; $;577 981151$; $;info@hyge.cz$; $;OZ Helus$; $;Splatnost 45dnÌ, Rabat 25%-30%, Ceny viz cenÌk$; $; $;730619$;0$; 
00387$;Tolman a Tolman s.r.o.$; $;Roztoky 137$;K¯ivokl·t$;27023$;27101975$;CZ$;27101975$;313/558312,f558249$; $; $; $;tolman@tolman.cz$; $;zbozi pro Klimovou a sitol$; $; $; $; $;730083$;0$; 
00388$;JANSA spol. s r.o.$; $;Nadrazni 486$;Tyniste nad Orlici$;51721$;60912341$;CZ$;60912341$; $; $;0444/371330$; $; $; $;z·poËty / pÌ.NyËov·$;faktury / p.Vanick·$;objedn·vky zboûÌ / p.MajËinÌkov·$; $; $;730089$;0$; 
00389$;ENTREE s.r.o.$; $;St¯Ìûkovsk· 110/3$;Praha 8$;18000$;25764209$;CZ$;25764209$; $; $;286 884 752,762$;286 889 509$; $; $;rabat NC +25%$;608 230 977 Stanislav HudeËek$;stromeËky do auta$; $; $;730091$;0$; 
00390$;MSM spol s r.o.$;P.O.BOX 120$;Lhota u P¯ÌbramÏ 13$;P¯Ìbram$;26181$;47546999$;CZ$;47546999$; $; $;318/628649$;318 635213$; $; $;rukavice latexovÈ$;obj. nad 2.000,- doprava zdarma, jinak ˙ËtujÌ poötovnÈ$;Oz 602 876002 BruËek$; $; $;730091$;0$; 
00391$;Renata CZ s.r.o.$; $;Prikop 6$;Brno$;60200$;25551922$;CZ$;25551922$;Michal Bartunek$; $;05/45175962-4,f-5$; $; $; $;0602/758632  rabat 18%$;1.a 2.platba hotove -15%,3dny 14%$;pozdeji 15% spl.10-14dni  Bude dodavat ICS-LINK$; $; $;730103$;0$; 
00392$;DUNI CZ s.r.o.$; $; $;Kladno$; $; $;CZ$;45797684$;KratochvÌlova$; $;602 333 878$; $;Vera.Kratochvilova@duni.com$; $; $; $; $; $; $;730110$;0$; 
00393$;Sev.energetES»E$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;730115$;0$; 
00394$;LORIKA CZ s.r.o.$; $;Holick· 31/2$;Olomouc$;77200$;47667010$;CZ$;47667010$;Tomas Kristof$; $;0417/576900,f577497$; $; $; $;obj.Teplice - 0417/...$;(tel.Olomouc 068/5209420f421)$; $; $; $;730140$;0$; 
00395$;KRONSTAR s.r.o.$; $;Krenova 40$;Brno$; $; $;CZ$;60707704$;p.Sipek$; $; $; $; $; $;sleva 5% +5% hotost, prijmat -5%, rabat 17%$; $; $; $; $;730151$;0$; 
00396$;RADIALKA Hradec Kralove$;Radialka HK s. r. o.$;Koutnikova 272$;Hradec Kr·lovÈ$;50101$;49813315$;CZ$;49813315$; $; $;495800920$; $; $; $; $; $; $; $; $;730154$;0$; 
00397$;METALO s. r. o.$; $;Karlovsk· 141$;Liberec 22$;46010$;48264199$;CZ$;48264199$; $; $; $; $; $; $; $; $; $; $; $;730154$;0$; 
00398$;Koltex Color Mnichovo HradiötÏ$; $;P¯emyslova 686$;Mnichovo HradiötÏ$;29501$; $; $; $;Havel$; $;0329/772032 *771233$; $; $; $;fax 0329/771119$; $;Dod·va klouzek 25kg pytel - uËtujÌ dopravu nedo vlastnÌ od$; $; $;730154$;0$; 
00399$;Mistr Distribuce s.r.o$;vila Thienfeld$;Manû.Topinkov˝ch 796$;Kladno$;27203$;25283596$;CZ$;25283596$; $; $;495 217103  centr·la$; $; $; $;495 220 285 fax$;u fa 1095/03 jsem zjistila novÈ Ë.uËtu,opraveno$;hl.uËt·rna Kladno 312 301 257$;provozovna / zasÌlat na adresu  äÈf Machut 724/163054$; Wonkova 432 , Hradec Kr·lovÈ 500 02$;730154$;0$; 
00400$;Karel Berka$;zednicke a obkladacske prace$;Ruprechticka 318/16$;Liberec 1$;46001$;65631951$;CZ$;7607142609$; $; $; $; $; $; $; $; $; $; $; $;730154$;0$; 
00401$;DROGERIE Usti, s.r.o.$; $;Mlynska 397$;Usti nad Labem$;40331$;25048279$;CZ$;25048279$; $; $; $; $; $; $; $;Hejdukov· / ˙ËetnÌ, z·poËty 475 209 045$;475 201 275$; $; $;730185$;0$; 
00402$;PURE SOLVE, s.r.o.$; $;Nadrazni 203$;Mesice u Prahy$;25064$;25133918$;CZ$;25133918$;Ing.Lenka Polackova$; $;283 090 712$;283 981 731$;2$; $;737 269 389 OZ Pol·Ëkov·$;fax 283 981 731,83090710$;emulsifier by mÏl konËit v roce 2012 v˝roba$; $; $;730185$;0$; 
00403$;Antalon s.r.o.$; $; $;Praha$; $; $; $; $; $; $; $; $; $; $;internetov˝ obchod$; $; $; $; $;730192$;0$; 
00404$;PRAGON TRADING s.r.o.$; $;U nakladov. nadr. 6$;Praha 3$;13003$; $;CZ$;47125586$; $; $; $; $; $; $; $; $;splatnost 30 dni$; $; $;730193$;0$; 
00405$;S.A.F. Praha$;spol. s r.o.$;Prisimasy c.38$;Prisimasy, okr.Kolin$;28172$;40614000$;CZ$;40614000$;Strynkova$; $;0203/657815,f657046$; $; $; $;zbozi pro Knor$; $; $; $; $;730202$;0$; 
00406$;Cechofracht a.s. Praha$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;730228$;0$; 
00407$;KORAMO. a.s.$; $;Ovcarecka$;Kolin 5$;28026$;46357289$;CZ$;46357289$;Losova$; $;0321/750237,750111$; $; $; $;fax.0321/750417$; $; $; $; $;730242$;0$; 
00408$;Klukova Petra$; $;Simackova 3$;Liberec 12$;46001$;67227554$;CZ$;67227554$; $; $; $; $; $; $; $; $; $; $; $;730255$;0$; 
00409$;Ing.Kysely Mojmir$; $;Druzstevni 1305$;Kojetin$;75201$;60788836$;CZ$;6008151853$;Ing. Kysely$; $;+ fax 0641/762558$; $; $; $;0602/512520$; $; $; $; $;730256$;0$; 
00410$;Profi point s.r.o.$; $;Vanurova 218/25$;Liberec 3$;46001$;25414135$;CZ$;25414135$;p.Svatoö p.Housov·$; $;485 108 118$;485 110 311$;info@profipoint.cz$; $;zbozi pro Knor Bremse$;602/427027$;m˝dl.voda Wurth=hledaË netÏsnostÌ=sprej EURO-LOCK!$; $; $;730265$;0$; 
00411$;Automax Group s.r.o.$;Prague Office Park 1$;K H·j˘m 2/1233$;Praha 5$;15500$;43873588$;CZ$;43873588$;Rejmont$; $;777 478 883$; $;jirirejmont@email.cz$; $;v˝hradnÌ prodejci Coyote,WD,Mafra minim·lnÌ n·kup 2500.-KË$;Jinak dopravnÈ 69.-KË  splatnost 21dnÌ$;zc-20% /nad maziva 100ks-23%   paleta 25%$;9-12 2014  83847.-$; $;735482$;0$; 
00412$;ProCA, s.r.o. - pob. Liberec$; $;V LuzÌch 818$;Praha 4 - Libus$;14200$;49711814$;CZ$;49711814$; $; $; $; $; $; $; $; $; $; $; $;730300$;0$; 
00413$;Milan Str·dal$; $;»ern˝ Vul 274$;Statenice$;25262$;12490172$;CZ$;6611041822$; $; $;606 644 964$; $;.$; $; $;NOV… Ë. FAXU 2/20971565$; $; $; $;730300$;0$; 
00414$;Milena Hrabinova - PAREX$; $;Hrachovec 143$;Valasske Mezirici$;75701$;62334026$;CZ$;485120466$; $; $;0651/632748 i fax$; $; $; $; $; $; $; $; $;730313$;0$; 
00415$;Jiri Bilek - TRUHLARSTVI$; $;Hodkovicka 52$;Liberec 6$;46006$;46033611$;CZ$;6005170039$; $; $;048/5134384$; $; $; $; $; $; $; $; $;730314$;0$; 
00416$;PANELARNA, v. d.$;vyrobni druzstvo$; $;Oldrichov v Hajich$;46323$;14866862$;CZ$;14866862$; $; $; $; $; $; $; $; $; $; $; $;730315$;0$; 
00417$;Kvetuse Bitmanova$; $;Myslbekova 209$;Straz nad Nisou$;46303$;13949632$; $; $; $; $; $; $; $; $; $; $; $; $; $;730318$;0$; 
00418$;ACTIVA spol.s.r.o.$; $;Jeseniova 79$;Praha 3$;13000$;48111198$;CZ$;48111198$;Piln·Ëkov·$; $;0606/607821 OZ$; $; $; $;zbozi pro Knorr Bremse$;obj. ⁄stÌ 047/5503433      2% sleva za hotovost$;21.12-7.1.2002 inventura, zav¯eno$; $; $;730320$;0$; 
00419$;Lotus Group s.r.o.$; $;Haökova974/38$;Liberec 6$;46006$;05563402$;CZ$;05563402$; $; $; $; $; $; $;Vietnamci v RochlicÌch$; $; $; $; $;737545$;0$; 
00420$;HCI »R$;fakturaËnÌ adresa$;Novodvorsk· 82$;Praha 4$;14201$; $; $; $;02/41009300,44471857$; $;02/83096515$; $; $; $;fax/02/83096519 pan ätÏp·n [Martina Fr˝zkov· 0604/222740]$;zbozi pro Knorr Bremse /EKAZIT BTU   na fakturu$;nov· adresa pro korespond: Mezi ⁄vozy 1850, Praha 9, 19300$; $; $;730321$;0$; 
00421$;MAKRO »R, s.r.o.$;poboËka Praha - »ern˝ Most$;Evropsk· 15$;Praha 6$;16000$;288918$;CZ$;288918$; $; $;02/810 83 111 /514$;281083355$; $; $;Hradec 495081111 -drog.616$;Liberec 485 381 201,485 381 111,$;Praha »ern˝ Most 281 083 514 /drogerie           5 recepce$;Liberec 485 381 207 drogerie ved. KoËov· /$;Pruhonice 271 005 515 drogerie$;730322$;0$; 
00422$;»S - éivnostensk· pojiöùovna$; $;éelezn· 253/20$;Liberec 1$;46001$; $; $; $; $; $;048/5102653solna¯ov·$; $; $; $; $; $; $; $; $;730322$;0$; 
00423$;Z. Vala - v˝roba kart·Ëu$; $;Na Strani 613$;Uherske Hradiste$;68601$;12710725$;CZ$;470625770$; $; $; $; $; $; $; $; $; $; $; $;730327$;0$; 
00424$;LuËebnÌ z·vody Kolin a.s.$; $; $; $; $; $; $; $;Jirsova - odbyt$; $;0321/741310$; $; $; $;SÌran hlinit˝ gr.- 4.50/kg + DPH odvoz CÌsa¯ platba hotovÏ$;40kg pytle$;LUKOOIL M 200 133,-/kg do 50kg, 120,-/kg 50-100 114,nad100$; $; $;730327$;0$; 
00425$;O.R.T. - reklama, tisk$;V·clav Orct$;Doubsk· 250/26$;Liberec 6$;46006$;00413536$;CZ$;480513016$; $; $;048/5130101$; $; $; $; $; $; $; $; $;730327$;0$; 
00426$;BALACO, s.r.o.$; $;V Zahr·dk·ch 1$;Svitavy$;56802$;25270991$;CZ$;25270991$;Kaizar$; $;461/530571$; $;balaco.sy@worldonline.cz$; $;Kajzar 461/530799$;602/458667$;Klohnov· - z·poËty  461/530799, objedn·vky$; $; $;730329$;0$; 
00427$;Skolil Kompozit s.r.o.$; $;Jankovcova 1059/12B$;Praha 7$;17000$;61854310$;CZ$;61854310$; $; $;220 873 550$; $;skolilkompozit@skolilkompozit.cz$; $;ZboûÌ pro Knorr-Bremse$;rabat 22%, ManipulaËnÌ poplatek rozpoËÌtat do ceny$;2/20873550 20873551$; $; $;730333$;0$; 
00428$;Computer Press Media, a.s.$; $;N·mÏstÌ 28.dubna 48$;Brno 35$;63500$;25652931$;CZ$;25652931$;Radka Vesel·$; $;05/46122116$; $; $; $;f 05/46122112$;N·m. 28. dubna 48, 635 00  Brno-Bystrc$; $; $; $;730348$;0$; 
00429$;MK MARKET, s.r.o.$; $;Mod¯ansk· 80$;Praha 4 - HodkoviËky$;14700$;62412051$;CZ$;62412051$; $; $;02/41012128$; $; $; $;fax 02/41012163$;p.Karabcov·$;KOTEX KlobouËek OZ Kimberly 0602/143685$; $; $;730349$;0$; 
00430$;LEVIOR s.r.o.$; $;TOvaËovskÈho$;P¯erov$; $; $; $; $; $; $;581 746 256$;603 118 915$;objednavka@levior.cz$; $; $; $; $; $; $;730486$;0$; 
00431$;VERKON, s.r.o.$;provozovna$;äaldova 3$;⁄stÌ nad Labem$;40001$;62968041$;CZ$;62968041$; $; $;475 201 962$;475 201977$; $; $;p.äteflov· - NaCl p.a.25kg - sul pro Knorr$;DetekËnÌ trubiËky$;nebo p¯Ìmo 317 812 221 KavaliÈr 99.- bal 50ks$; $; $;730368$;0$; 
00432$;OKULA N˝rsko, a.s.$; $; $;N˝rsko 53$;34022$;45359083$;CZ$;45359083$;Ladislav Painta$; $;0186/359111$; $; $; $;0186/71621 - fax$; $; $; $; $;730369$;0$; 
00433$;Endrych - AMFORA$; $;P¯Ìöovice 203$;P¯Ìöovice$;46346$;14806380$;CZ$;7203252903$;Libor Endrych$; $;48/5177127 i fax$; $; $; $;602/318543,$; $; $; $; $;730369$;0$; 
00434$;K¯elina Milan$; $;DÏlnick· 166$;JiËÌn$;50601$;62055089$;CZ$;5606171549$;Milan K¯elina$; $;0433/525261 i fax$; $; $; $; $; $; $; $; $;730369$;0$; 
00435$;EVA$; $; $;MÏlnÌk$; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;737670$;0$; 
00436$;DF TRADE$;drogerie$;Samarit·nsk· 3104$;Ostrava-Z·b¯eh$;70030$;25849964$;CZ$;25849964$; $; $;596 781 983-6,f 85$;596/781985$; $; $;p.KrajÌËkov·       Dedek 602706671$;596 967 565 ˙ËetnÌ - z·poËty$;jedn·nÌ akce DF ätecov· 777 176 660$;p.Mokr· 596 781 985 opravy faktur$; $;730375$;0$; 
00437$;Tony perfekt s.r.o.$;v˝roba a prodej papÌr. zboûÌ$;Radimovice 31$;Sychrov$;46344$;25643185$;CZ$;25643185$;p.Lankov· Kuzmanova$; $;485146093$;485146093$; $; $;b˝val˝ Roll Pap$;p.Lankov·/cizinka/- 736 765 044  /$;2 pal 240 2vrstvÈ m· skladem$;K$; $;730375$;0$; 
00438$;»SAD Radi·lka Ostrava, s.r.o.$;TEX-SBS provoz Olomouc$;Rolsbersk· 66$;Olomouc$;77201$;25818601$;CZ$;25818601$;fa-LubomÌr Hanuö$; $; $; $; $; $; $; $; $; $; $;730376$;0$; 
00439$;STARCOM INTERNATIONAL, s.r.o.$; $;Obr·nc˘ mÌru 22a/484$;Ostrava - VÌtkovice$;70300$;25396749$;CZ$;25396749$; $; $;069/661 44 53 - tel$; $; $; $;069/661 52 04 - fax$; $; $; $; $;730376$;0$; 
00440$;WURTH, s.r.o. »R$; $;SazeËsk· 2$;Praha 10$;10800$;48036021$;CZ$;48036021$; $; $; $; $; $; $;Br·t m˝dlovou vodu PROFIPOINT   { obj OZ 482726247 Hrd˝}$;{OZ pan Hrd˝ 604212196$;{obj. moûno telefonicky CENY VIZ CENIK}$; $;LBC poboËka - 485 101 988, 731 549 946$;730377$;0$; 
00441$;FERONA, a.s.$;Divize I., O.Z.$;Kaöparova 30$;Liberec 6$;46006$;25792075$;CZ$;25792075$; $; $;048/5213111$; $; $; $;fax 048/5132011$; $; $; $; $;730377$;0$; 
00442$;Hubalov· Kate¯ina$; $;Seifertova 903/10$;Liberec 6$;46006$;72583380$; $; $; $; $; $; $; $; $; $; $; $; $; $;730384$;0$; 
00443$;BayWa-»R, spol. s r.o.$;StavebnÌ materi·ly$;Za Ml˝nem 101$;Liberec 30$;46311$;61853241$;CZ$;61853241$; $; $;048/5161841,3,2-fax$; $; $; $; $; $; $; $; $;730395$;0$; 
00444$;Aktiva, a.s.$; $;KaznÏjov 125$;PlzeÚ - Sever$;33151$; $;CZ$;25225511$;PytlÌkov·$; $;0182/332311-14$; $; $; $;fax.0182/332618 objedn·vky faxem KS faxem povrvrdit zpÏt$;zbozÌ pro Knorr$; $; $; $;730396$;0$; 
00445$;Labar s.r.o. ⁄stÌ nad Labem$; $;TovarnÌ 20$;⁄stÌ nad Labem$;40001$;64051943$;CZ$;64051943$;Popelka Aleö$; $;475 601 274$;47 5601274$;labar@wo.cz$; $;sleva 10% splatnost 14dnÌ zatÌm$;Perchloretylen 1kg=0.61L$;602/707687, OZ p.Vlas·kov· Lenka 721 518338$;602/445564 Rejzl$; $;730397$;0$; 
00446$;DISSTO s.r.o.$; $; $;Liberec$; $;28803906$;CZ$;28803906$; $; $; $; $; $; $; $; $; $; $; $;730486$;0$; 
00447$;ZdenÏk Linhart, spol. s r.o.$;PLASTIC$;Ottova 312$;RakovnÌk$;26901$;46352571$;CZ$;46352571$; $; $;0313/513 533$; $; $; $; $; $; $; $; $;730398$;0$; 
00448$;KOOS, s.r.o.$; $;Svatohavelsk· 257$;Rychnov n. KnÏûnou$;51601$;654132$;CZ$;654132$; $; $;0445/23801$; $; $; $; $; $; $; $; $;730403$;0$; 
00449$;Canis Safety a.s.$; $;T¯.Dr.M.Hor·kovÈ 120$;Liberec$;46006$; $; $; $; $; $;485 106 660$;485 113 918$;adam.pinter@canis.cz$; $;sleva 10% z cenÌku$; $; $;602 616 246 - Pinter$; $;730404$;0$; 
00450$;BÌl˝ Ond¯ej$; $;5. kvÏtna 36$;Jablonec nad Nisou$;46601$;47294411$;CZ$;47294411$; $; $; $; $; $; $; $; $; $; $; $;730404$;0$; 
00451$;V+J SERVIS Liberec, s.r.o.$; $;ZahradnÌ 445$;Liberec 11$;46011$;25025031$;CZ$;25025031$; $; $;i fax: 048/511 35 24$; $; $; $; $; $; $; $; $;730405$;0$; 
00452$;Bohuslav HemelÌk$;obkladaËskÈ pr·ce$;ZahradnÌ 457/22$;Liberec 11$;46011$; $; $; $; $; $; $; $; $; $; $; $; $; $; $;730405$;0$; 
00453$;Rhenus Lub s.r.o.$;Jirovsk˝ Ladislav$;Stoklasn· Lhota  52$;Chotoviny u T·bora$;39137$;25170708$;CZ$;25170708$; $; $;381/235201,f.202$; $;hanzalova@aknel.cz$; $; $;dod·v· pro KNORR Aufharter 073 110.-KË OdpÏÚovaË 500,-KË$;dohoda sleva 0-10% doprava v cenÏ na fakturu p.Jirovsk˝$; $; $;730405$;0$; 
00454$;GRADA Publishing, spol. s r.o.$; $;U Pr˘honu 22$;Praha 7$;17000$;48110248$;CZ$;48110248$; $; $;02/20386511 {f-400}$; $; $; $; $; $; $; $; $;730410$;0$; 
00455$;BÌl˝ Milan$;BAZAR - v˝kup a prodej$;Liliov· 473/5$;Liberec 1$;46001$;48273716$;CZ$;48273716$; $; $; $; $; $; $; $; $; $; $; $;730410$;0$; 
00456$;MC SERVIS, s.r.o.$; $;ZahradnÌ 1720$;Lys· nad Labem$;28922$;25775898$;CZ$;25775898$; $; $;tel325/551239$; $; $; $;˙ËetnÌ / Mejzrov·  tel 325/551044 fakturace Fiserova$;POZOR PLATIT HNED na KB, tel 800100252/bezp.linka/$;FAX. OBJ. 325/551044,»·p 602/502041$; $; $;730411$;0$; 
00457$;Jan Josiek, FLORIAN$;KomÌnov· technika$;Husova 356/33$;Liberec1$;46001$;13920251$;CZ$;6507132379$;Jan Josiek$; $;5106084, fax 5108505$; $; $; $; $; $; $; $; $;730412$;0$; 
00458$;Ji¯Ì Kab·tek$;TOPEN¡ÿSTVÕ$;Hodky 22$;SvÏtl· pod JeötÏdem$;46343$;68293101$;CZ$;68293101$; $; $;0603/831352$; $; $; $; $; $; $; $; $;730412$;0$; 
00459$;Miroslav Vetr·k$; $;Moskevsk· 17$;Liberec 4$;46001$;14809303$;CZ$;14809303$; $; $; $; $; $; $; $; $; $; $; $;730412$;0$; 
00460$;Roman Nov·k$;zprost¯edkovatelsk· Ëinnost$; $;»esk· Kamenice$; $;64002918$;CZ$;64002918$; $; $;0412/582 231$; $; $; $; $; $; $; $; $;730412$;0$; 
00461$;FIMA-L$;ProjekËnÌ kancel·¯$;Franklinova 575$;Liberec$;46005$;00525308$;CZ$;00525308$;pan MartÌnek$; $; $; $; $; $; $; $; $; $; $;730412$;0$; 
00462$;Karel Tvrdek$;zednickÈ pr·ce$;Vlna¯sk· 825$;Liberec 6$;46006$;15645386$;CZ$;15645386$; $; $; $; $; $; $; $; $; $; $; $;730412$;0$; 
00463$;OkresnÌ ˙¯ad Liberec$;refer·t éP$;N·m.Dr.E.Beneöe 26$;Liberec 1$;46073$; $; $; $;Bc. Nekvasil$; $;048/5244339$; $; $; $; $; $; $; $; $;730413$;0$; 
00464$;EKOPLAST, s.r.o.$; $;»SLA 250$;Cvikov$;47154$;49900218$;CZ$;49900218$; $; $;0424/752019$; $; $; $; $; $; $; $; $;730417$;0$; 
00465$;Osapo s.r.o.$; $;Ruprechtick· 595$;Liberec 1$;46001$;25022946$;CZ$;25022946$;Str·ûnick˝$; $;482 750 076   kl22$;482 750 076$;skramusky@osapo.com$; $;Ulrich / utÏrky 739 935 452$;603 231 367 Str·ûnick˝  488 102 414 p¯Ìm˝$;Sleva 25%, Hrub˝ kl.12 nebo p¯Ìm.488 102 412,777956771$;¯idiË mobil 603 849 250             Drbohlav-reklamace$;Skramusk˝ - 488 102 417,$;730418$;3$;dle pot¯eby
00466$;GRISOFT SOFTWARE, s.r.o.$; $;Lidick· 81$;Brno$;60200$;44017774$;CZ$;44017774$; $; $;05/41243865-7$; $; $; $;fax 05/41211432$; $; $; $; $;730419$;0$; 
00467$;Karel BrdliËka$;SERVIS MANIPULA»NÕ TECHNIKY$;Vöehrdova 1695$;Dv˘r Kr·lovÈ n.Labem$;54401$;43465650$;CZ$;480531039$; $; $;0437/623118 i fax$; $; $; $; $; $; $; $; $;730420$;0$; 
00468$;Autoopravna - Michal Macoun$; $;Purkynova 594/16$;Liberec 1$;46001$;64036871$;CZ$;490131019$;Michal Macoun$; $;048/5124859$; $; $; $; $; $; $; $; $;730424$;0$; 
00469$;OSOBNÕ A AUTOBUSOV¡ DOPRAVA$;Nemeö VladimÌr$;V CihelnÏ 229$;Liberec 23$;46313$;60240016$;CZ$;511127040$;VladimÌr Nemeö$; $;048/5134743$; $; $; $;0603/813617$; $; $; $; $;730425$;0$; 
00470$;Economia, a.s.$; $;DobrovskÈho 25$;Praha 7$;17055$;00499153$;CZ$;00499153$; $; $; $; $; $; $; $; $; $; $; $;730426$;0$; 
00471$;BARTEC NORD, s.r.o.$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;730427$;0$; 
00472$;Dreöner Frantiöek$;PERENA$;Hejnick· 77$;Liberec 31$;46001$;12026590$;CZ$;6108210834$; $; $;048/2762021$; $; $; $; $; $; $; $; $;730432$;0$; 
00473$;Peterka Daniel$;DATABOX$;1. m·je 636/17$;Liberec 2$;46002$;15170772$;CZ$;7004142607$; $; $;048/510 04 04$; $; $; $;048/510 03 13$; $; $; $; $;730438$;0$; 
00474$;PELLS, s.r.o.$; $;Venhudova 3$;Brno$;61400$;18825320$;CZ$;18825320$; $; $;05/452 426 31-3$; $; $; $;fax 05/452 426 34$;e-mail: brno@pells.cz$; $; $; $;730438$;0$; 
00088$;Kart·Ëovny VALA$; $;Sokolovsk· 1763$;UherskÈ HradiötÏ$; $;12710725$; $; $; $; $;572/570648$;572 551008$;vala@uh.cz$; $;0-17% sleva$; $;OZ Abrh·m - 774 860 303  abraham@vala-uh.cz$; $; $;730439$;0$; 
00475$;DIDEROT, s.r.o.$; $;CukernÌ 234$;Praha 9$;19000$;25087975$;CZ$;25087975$; $; $;048/5109353$; $; $; $;e-mail: diderot-lb@volny.cz$;poboËka Liberec: Na Po¯ÌËÌ 116/2, 460 01  Liberec 2$; $; $; $;730444$;0$; 
00476$;Reca spol. s.r.o.$; $;T·borka 25$;Brno$;61500$; $; $; $; $; $;05/48210881-2$; $; $; $;fax 05/48210879$; $; $; $; $;730451$;0$; 
00477$;Eimi-Eimann milan$;SDRUéENÕ JME$;DÿEVOV›ROBA$;Huslenky 499$;75602$;10650296$;CZ$;6554061030$;Jarmila Eimannov·$; $;604 907 522$; $;eimann@post.cz$; $; $; $; $; $; $;730455$;0$; 
00478$;Petr Nov·k$;Autodoprava$;Dvorsk· 394$;Liberec 5 Kr·l˘v h·j$;46005$;40265773$;CZ$;6009030599$;Petr Nov·k$; $;048/516 40 27$; $; $; $;0602/280 810$; $; $; $; $;730455$;0$; 
00479$;Pulda Vladislav - RODEX$;v˝roba, prodej, mont·û ûaluziÌ$;Koz·ck· 928$;Liberec 30$;46311$;49072633$;CZ$;6909192576$;Vladislav Pulda$; $;048/510 37 86 i fax$; $; $; $; $; $; $; $; $;730455$;0$; 
00480$;DETAX, a.s.$; $;B¯Ì ätefan˘ 66$;Hradec Kr·lovÈ$;50003$;60917954$;CZ$;60917954$; $; $; $; $; $; $; $; $; $; $; $;730460$;0$; 
00481$;Beiersdorf s.r.o. Praha$; $; $; $; $; $; $; $; $; $; $; $; $; $;Barvy Laky nebo PK$;(0-10.61% PK SOLVENT 2007)$; $; $; $;730465$;0$; 
00482$;SLUK Miroslav$; $;HvÏzdn· 486/11$;Liberec 5$;46001$;14804271$;CZ$;7006122519$;Miroslav Sluk$; $;048/425545$; $; $; $;0603/490670$; $; $; $; $;730465$;0$; 
00483$;VojtÏch P·nek$;A.technik v oboru pozemnÌ stav$;T¯ebÌzskÈho 1098/13$;Liberec 1$;46001$;14842203$;CZ$;14842203$;VojtÏch P·nek$; $;048/5102980$; $; $; $;0603/528737$; $; $; $; $;730465$;0$; 
00484$;Jaroslav Svoboda$; $;SvÏtl· p.JeötÏdem 49$;»esk˝ Dub$;46343$;44579039$;CZ$;510523147$;Jaroslav Svoboda$; $;048/517 91 69 i fax$; $; $; $; $; $; $; $; $;730465$;0$; 
00485$;KomerËnÌ pojiöùovna$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;730465$;0$; 
00486$;V·clav MulaË$;vodoinstalatÈrstvÌ,topen·¯stvÌ$;VÏtrn· 54$;Chrastava$;46331$;63754258$;CZ$;5902251311$;V·clav MulaË$; $;048/514 34 74$; $; $; $; $; $; $; $; $;730465$;0$; 
